iter,data_n_features_2.0_mean,data_n_features_2.0_upper,data_n_features_2.0_lower,data_n_features_10.0_mean,data_n_features_10.0_upper,data_n_features_10.0_lower,data_n_features_50.0_mean,data_n_features_50.0_upper,data_n_features_50.0_lower,data_n_features_100.0_mean,data_n_features_100.0_upper,data_n_features_100.0_lower
90,4.032579521511496,4.236047830531001,3.829111212491991,100.98686102886661,101.3697542068747,100.60396785085852,514.6171261159991,515.9704166264937,513.2638356055045,1209.9691364052019,1213.694218567336,1206.2440542430677
91,4.032036922356123,4.234458923526249,3.829614921185996,101.76809531229918,102.09092968053922,101.44526094405914,515.4666528416603,516.8500824067635,514.0832232765572,1212.398566595539,1215.642068569297,1209.155064621781
92,4.025065515672514,4.22376132244268,3.826369708902348,101.30439083710823,101.64014276228866,100.9686389119278,514.4515921136865,515.4880532789836,513.4151309483894,1209.9987391351758,1213.5535833661795,1206.443894904172
93,4.012140860810513,4.214746178645358,3.8095355429756683,101.80219361332253,102.11479080286934,101.48959642377572,513.7781547758138,515.3099244252929,512.2463851263348,1208.1401313977537,1212.6618103344356,1203.618452461072
94,4.03288142093158,4.235194404977793,3.8305684368853665,101.02288574122306,101.28545535356626,100.76031612887986,512.2861166972797,514.1602599270252,510.41197346753415,1204.501054455408,1207.9854160892721,1201.0166928215438
95,4.038469904472594,4.246160722274431,3.830779086670756,100.53772807396018,100.95796389656716,100.1174922513532,511.52976150453134,513.2053418122068,509.85418119685585,1204.6531006881992,1208.6468491552628,1200.6593522211356
96,4.026230826461981,4.225455814387681,3.82700583853628,101.58422285786963,101.9391393977564,101.22930631798286,511.67121888437305,513.6559262004793,509.6865115682669,1203.0468411900445,1206.2292122977042,1199.8644700823847
97,4.026907419804031,4.229098325749881,3.8247165138581813,100.8726817248573,101.28601076449145,100.45935268522315,509.6754526562122,511.314281809553,508.0366235028714,1199.5424875462531,1203.0181475444822,1196.066827548024
98,4.0198424458864945,4.22161529099066,3.8180696007823296,101.09823409117278,101.54110553988552,100.65536264246005,510.7995249886404,512.5821642083647,509.0168857689162,1198.6686825895658,1201.8723457920464,1195.4650193870852
99,4.036802476749617,4.240854124192094,3.832750829307141,101.03652962075039,101.53663263539062,100.53642660611015,510.3735828103913,511.93769091118816,508.8094747095945,1196.5061379609194,1200.044808511193,1192.967467410646
100,4.03223654420562,4.242490413942002,3.821982674469239,100.71977064973292,101.17440371562945,100.26513758383639,509.3030746293704,511.07219675126277,507.5339525074781,1192.5424151121165,1197.076939988966,1188.007890235267
101,4.013880914892718,4.216142397525617,3.8116194322598194,100.78753977052769,101.24498636520356,100.33009317585181,507.1703212995061,509.0475499017797,505.2930926972325,1194.311820868625,1197.6692482041556,1190.9543935330946
102,4.033906050110772,4.237037748914136,3.830774351307409,101.61964254783715,102.15431998012423,101.08496511555006,508.3590554532091,509.81238969635945,506.9057212100588,1195.9584906533646,1199.116545102221,1192.8004362045083
103,4.0202905077064965,4.224387216755798,3.816193798657195,101.04958231813798,101.4594828470977,100.63968178917825,508.0667534655566,509.29817903633864,506.83532789477454,1192.7384812950104,1195.3228771529377,1190.154085437083
104,4.000983887260677,4.202543251878616,3.799424522642738,101.24753202709617,101.82375590011574,100.6713081540766,507.87455407178567,509.27923452543763,506.4698736181337,1194.423642806101,1196.8960314709432,1191.951254141259
105,4.0091770804750855,4.2132441188893415,3.8051100420608295,101.59414335002081,101.98683271155785,101.20145398848378,507.4549442974433,508.91133283793266,505.998555756954,1187.6003152916903,1190.2192931576499,1184.9813374257308
106,4.024809986118738,4.224699925356406,3.8249200468810702,101.1703800214689,101.59395435081403,100.74680569212377,506.979909835882,508.24526660387545,505.7145530678885,1191.2878532903292,1195.2480013607258,1187.3277052199326
107,4.003569234092945,4.211755239724783,3.795383228461106,100.81731014623942,101.14342634752775,100.49119394495109,506.5225874106369,508.1226593854606,504.9225154358132,1190.6971950098462,1193.8897570815454,1187.5046329381469
108,4.026383099739734,4.222128263483409,3.8306379359960587,100.34488470996025,100.78329971020261,99.9064697097179,507.37466113701885,508.6357355999487,506.113586674089,1184.826494682135,1187.8378793853738,1181.8151099788963
109,4.017944451034751,4.227438665669438,3.8084502364000636,101.17633562784202,101.63147412062308,100.72119713506096,505.30971720468017,506.7619101927305,503.8575242166298,1185.6126550418176,1188.1234361374259,1183.1018739462093
110,4.012805590357903,4.220329256749825,3.805281923965981,101.09025690770046,101.60215581589355,100.57835799950738,506.43815399506764,508.26817048853025,504.60813750160503,1186.0631547822334,1188.9936647044246,1183.132644860042
111,4.018278038722647,4.2172394109090785,3.8193166665362157,101.15555587642662,101.57423918329552,100.73687256955772,504.3893258396715,505.93778814172686,502.8408635376162,1180.5441603818656,1183.0626661223412,1178.02565464139
112,4.0162718739709655,4.225680939084621,3.8068628088573098,100.80243599359505,101.37535503667961,100.2295169505105,504.0978256849459,505.3553212336924,502.84033013619944,1182.8791723695845,1186.5215911234707,1179.2367536156983
113,3.996282383045107,4.197553263684615,3.7950115024056,101.14345406836333,101.64333145798919,100.64357667873746,504.9299965538139,506.596917528372,503.2630755792558,1180.3721373158755,1182.9300371352163,1177.8142374965348
114,4.005253902754293,4.210498843645136,3.80000896186345,100.9662507354225,101.47373173917435,100.45876973167066,503.64481337167916,505.05219241246925,502.2374343308891,1181.3215727429597,1184.4898369792502,1178.1533085066692
115,3.983611587297996,4.181548890888148,3.7856742837078428,101.30450961699202,101.69238148691947,100.91663774706457,504.08245705375657,505.2680059340564,502.8969081734567,1177.5389713948175,1180.000413880705,1175.07752890893
116,3.981436354420706,4.189448014756707,3.773424694084706,101.10356167064145,101.53581725197034,100.67130608931257,503.4927600402316,504.74126012168875,502.2442599587744,1178.0429423188993,1180.3645487525007,1175.721335885298
117,3.9933591767487213,4.202511708618266,3.7842066448791765,101.11913270061811,101.44732112274342,100.7909442784928,503.94015010122155,505.6913452820521,502.188954920391,1174.780092180373,1177.3153042654535,1172.2448800952925
118,4.004563478035724,4.208060384385261,3.8010665716861864,101.3343814501894,101.60867714068992,101.06008575968887,502.2075683215104,503.7251334728473,500.6900031701735,1176.5847608093384,1180.1927611936649,1172.976760425012
119,4.014880757276742,4.221866883938648,3.807894630614837,101.15585506119128,101.59448376373847,100.71722635864408,501.958924217161,503.47766216590674,500.44018626841523,1174.7151769037969,1177.4813184443672,1171.9490353632266
120,4.004876107381401,4.210831396566996,3.798920818195806,101.20433050604855,101.6147065869792,100.7939544251179,502.1469750024153,503.47217855574854,500.821771449082,1172.2404456697213,1174.508253748492,1169.9726375909506
121,4.016033529258119,4.217990194802326,3.8140768637139124,101.37439084444127,101.75704591234646,100.99173577653607,501.7499555711449,502.88452618753973,500.61538495475,1173.4205777576622,1175.5723917253763,1171.268763789948
122,4.0055505358219765,4.205120652670132,3.8059804189738204,101.3519240074244,101.75849238987504,100.94535562497376,498.8062928940834,500.1176096455757,497.4949761425911,1174.735901246455,1176.8672380551627,1172.604564437747
