iter,data_noise_weight_0.1_mean,data_noise_weight_0.1_upper,data_noise_weight_0.1_lower,data_noise_weight_0.5_mean,data_noise_weight_0.5_upper,data_noise_weight_0.5_lower,data_noise_weight_1.0_mean,data_noise_weight_1.0_upper,data_noise_weight_1.0_lower,data_noise_weight_1.5_mean,data_noise_weight_1.5_upper,data_noise_weight_1.5_lower
101,0.1985177516937256,0.20141590528624756,0.19561959810120363,0.33580757975578307,0.33883121875108785,0.3327839407604783,0.7941060125827789,0.7981959957413594,0.7900160294241985,1.5663972735404967,1.5737437034724122,1.5590508436085813
102,0.1973399296402931,0.1997776307915403,0.1949022284890459,0.3328065752983093,0.33579310605519663,0.329820044541422,0.7951413989067078,0.7985705127349365,0.791712285078479,1.566769778728485,1.5733196413638846,1.5602199160930856
103,0.19647507369518274,0.19882743426457813,0.19412271312578736,0.3336199432611465,0.3373029898430504,0.32993689667924264,0.797190499305725,0.8011428577448391,0.793238140866611,1.5696769118309022,1.577095109563565,1.5622587140982394
104,0.19587722867727278,0.19838244030234847,0.1933720170521971,0.33092844784259795,0.33409056794956926,0.32776632773562664,0.7924358010292053,0.7958387894496302,0.7890328126087804,1.5646852850914001,1.5718281412778994,1.557542428904901
105,0.1943956360220909,0.19697377812966133,0.19181749391452046,0.32931944727897644,0.3320834029859372,0.3265554915720157,0.7895188570022583,0.7922835714576254,0.7867541425468912,1.561714231967926,1.5681061931376392,1.5553222707982128
106,0.19486469775438306,0.19819062555430586,0.19153876995446026,0.3291864782571793,0.3325423672227434,0.3258305892916152,0.790824431180954,0.7951470195595425,0.7865018428023656,1.5634647607803345,1.5708775350918418,1.5560519864688271
107,0.1937542974948883,0.19730258044211763,0.19020601454765895,0.32806338369846344,0.3311239967979341,0.3250027705989928,0.7853821039199829,0.7892912574118269,0.7814729504281388,1.5586438059806824,1.5641850995822058,1.553102512379159
108,0.19191105812788006,0.19564907544530327,0.18817304081045685,0.3248257666826248,0.32813166829558005,0.32151986506966956,0.7832076668739318,0.7879640187462057,0.778451315001658,1.5554835677146912,1.5619299231831125,1.54903721224627
109,0.19145015776157376,0.19496846520885186,0.18793185031429566,0.3255946487188339,0.32855234474443534,0.3226369526932325,0.7847614169120789,0.7881886554364259,0.7813341783877319,1.555584192276001,1.5595495480497281,1.5516188365022738
110,0.19046021550893782,0.19303969504645213,0.18788073597142352,0.3239939481019974,0.32642424261548375,0.321563653588511,0.7824812173843384,0.7854220618999541,0.7795403728687227,1.5511781334877015,1.5563049796460573,1.5460512873293457
111,0.1907060995697975,0.19358275399438174,0.18782944514521327,0.3254153996706009,0.3286971107112219,0.32213368862997993,0.7865666568279266,0.7892701528013737,0.7838631608544795,1.556080436706543,1.5602645169226201,1.551896356490466
112,0.1901249438524246,0.19324156450079266,0.18700832320405653,0.32374690771102904,0.32756131618097895,0.31993249924107914,0.7848636090755463,0.7884089756900083,0.7813182424610843,1.5536049842834472,1.5581779639318853,1.549032004635009
113,0.19041845649480818,0.1938933556772553,0.18694355731236106,0.32339338958263397,0.3269127701282431,0.31987400903702484,0.7848954677581788,0.7899671368060147,0.7798237987103428,1.5574665188789367,1.5643034787320764,1.550629559025797
114,0.19013907909393307,0.1939405314852642,0.18633762670260196,0.3221512228250504,0.32586687227425304,0.3184355733758477,0.7856789290904999,0.7911336677423082,0.7802241904386915,1.5554109454154967,1.5611198753621345,1.549702015468859
115,0.18931525796651838,0.19244262654277985,0.1861878893902569,0.3218710243701935,0.32492759269260973,0.31881445604777725,0.7871468901634217,0.7915271551841278,0.7827666251427156,1.5550959944725036,1.5608299366387137,1.5493620523062934
116,0.18858110308647152,0.19156845826972832,0.18559374790321473,0.3201633393764496,0.32270920879065296,0.3176174699622462,0.7830549657344819,0.7861349207795527,0.779975010689411,1.549164855480194,1.5566469124381943,1.5416827985221937
117,0.18789869695901867,0.19070014086200823,0.18509725305602912,0.3196476578712463,0.32204911089366856,0.3172462048488241,0.7861138641834259,0.7904472288840348,0.7817804994828169,1.5519652605056762,1.560732909223916,1.5431976117874364
118,0.18764140009880065,0.19033095369876907,0.18495184649883223,0.31946145594120023,0.32235638545890466,0.3165665264234958,0.785525918006897,0.7905120392020749,0.780539796811719,1.551978063583374,1.5600510156673,1.543905111499448
119,0.18566278815269469,0.18784313735387564,0.18348243895151373,0.3179280757904053,0.3207120938473028,0.31514405773350773,0.7784150421619416,0.7841932700306748,0.7726368142932083,1.5508379936218262,1.5611229747395658,1.5405530125040865
120,0.18542253077030182,0.1879896528421135,0.18285540869849015,0.3183680236339569,0.32155258448135005,0.31518346278656373,0.7819468736648559,0.7877159639785308,0.776177783351181,1.5546111822128297,1.5636289302028061,1.5455934342228532
