iter,algo_S_10.0_mean,algo_S_10.0_upper,algo_S_10.0_lower,algo_S_20.0_mean,algo_S_20.0_upper,algo_S_20.0_lower,algo_S_30.0_mean,algo_S_30.0_upper,algo_S_30.0_lower,algo_S_50.0_mean,algo_S_50.0_upper,algo_S_50.0_lower
97,0.2165201157331466,0.2178673103020419,0.21517292116425132,0.15278114676475524,0.15371055162599412,0.15185174190351636,0.1444140940904617,0.14480112391467784,0.14402706426624554,0.14200546273163378,0.142438160471806,0.14157276499146157
98,0.21044616699218746,0.2116161074214371,0.20927622656293782,0.14892167299985884,0.14995044092172408,0.1478929050779936,0.1412894174456596,0.14177888468536948,0.1407999502059497,0.1390872022935322,0.13956706362907703,0.13860734095798735
99,0.2046555832028389,0.20579591018392054,0.20351525622175723,0.14501023590564724,0.14611546269814496,0.14390500911314952,0.13779852390289304,0.13823826124867503,0.13735878655711106,0.1359139127390725,0.13640899231435666,0.13541883316378833
100,0.1994548603892326,0.2004845771829777,0.1984251435954875,0.14146461486816403,0.14243438516373244,0.14049484457259562,0.13475108742713926,0.13516513620551074,0.13433703864876778,0.13347267891679487,0.13394466733275157,0.13300069050083818
101,0.19418043196201323,0.19519957278843955,0.19316129113558692,0.13824904710054392,0.1394031433193026,0.13709495088178525,0.13217642158269877,0.1326614709850333,0.13169137218036422,0.1306228339672088,0.13118817556209916,0.13005749237231845
102,0.1891250729560852,0.1900567229043495,0.18819342300782088,0.13521733731031416,0.1364799598656013,0.13395471475502702,0.12965581268072127,0.13015198445033951,0.12915964091110302,0.12853241818291794,0.12921164577302183,0.12785319059281405
103,0.18364785760641095,0.18451696887004082,0.18277874634278107,0.13237888962030409,0.13358993277680642,0.13116784646380175,0.12728661000728606,0.12773222556275124,0.12684099445182087,0.12622210276978355,0.12694470845524172,0.12549949708432537
104,0.17902308553457258,0.1801296984445813,0.17791647262456387,0.1293116085231304,0.13052563897992642,0.12809757806633437,0.12458266541361807,0.12510890673442857,0.12405642409280757,0.12374954670667646,0.12439550135816073,0.12310359205519218
105,0.17529441714286803,0.1764102059325003,0.17417862835323575,0.1268316842615604,0.12808367964040768,0.12557968888271315,0.1221184059977531,0.12260556461825028,0.12163124737725592,0.12193623291594637,0.12257330465012414,0.12129916118176859
106,0.17105176597833632,0.1722489258010948,0.16985460615557785,0.12399220317602153,0.12513734668686252,0.12284705966518053,0.11993895620107645,0.12042604329585299,0.1194518691062999,0.11943821183272765,0.11999170156459263,0.11888472210086268
107,0.16672931313514708,0.16789014985237088,0.16556847641792327,0.12160605043172831,0.12272329826729293,0.1204888025961637,0.11790836900472637,0.118328677637267,0.11748806037218575,0.11809309146233964,0.11859410202296433,0.11759208090171494
108,0.16290131509304046,0.16386937200395724,0.16193325818212367,0.11927169859409328,0.12026616488978438,0.11827723229840219,0.1157964631915092,0.11624958039659464,0.11534334598642376,0.1161322678838457,0.11651527346176614,0.11574926230592526
109,0.15979619324207303,0.1607703125234827,0.15882207396066336,0.11676546335220332,0.11769065035545924,0.1158402763489474,0.11390795856714242,0.1143275588115784,0.11348835832270644,0.11448923711265832,0.11486144639425819,0.11411702783105845
110,0.1564466670155525,0.1574548064534715,0.15543852757763346,0.11502379551529882,0.11603437850263248,0.11401321252796515,0.11234427168965337,0.11286736021280128,0.11182118316650547,0.11271611175366805,0.11305267067453012,0.11237955283280598
111,0.1531373471021652,0.1540888912223463,0.1521858029819841,0.11288918256759639,0.11391264836052997,0.11186571677466281,0.11072869449853892,0.11135009228802259,0.11010729670905525,0.11122335067817139,0.1116710762943622,0.11077562506198059
112,0.14968830943107603,0.1506757703737882,0.14870084848836385,0.11085883229970925,0.11188888395766554,0.10982878064175296,0.10873286947607992,0.10936996726419732,0.10809577168796253,0.11015124406133374,0.110672596263363,0.10962989185930448
113,0.14601618945598602,0.14688682808627138,0.14514555082570066,0.10895275548100469,0.10984702785951543,0.10805848310249395,0.10729413554072378,0.10782569040186346,0.10676258067958411,0.10858808670725138,0.10917805059064381,0.10799812282385896
114,0.14282752126455306,0.14388085910374054,0.14177418342536557,0.10703480541706079,0.10788986847274051,0.10617974236138106,0.10583391487598418,0.10632131118215668,0.10534651856981167,0.10689463147095268,0.10744030489253151,0.10634895804937386
115,0.14006418883800503,0.14130206301157536,0.1388263146644347,0.1050461500883102,0.10594158085285245,0.10415071932376795,0.10436862856149669,0.10488250556713394,0.10385475155585944,0.10565817143235885,0.10616231110233147,0.10515403176238623
116,0.13781231641769406,0.13916419255936924,0.1364604402760189,0.10395122244954105,0.10471457656486916,0.10318786833421295,0.1031871378421783,0.10358975755246641,0.10278451813189018,0.10484786438090456,0.10531607506690799,0.10437965369490113
117,0.13547191619873045,0.13670615023156674,0.13423768216589416,0.10260983482003208,0.10330262726365799,0.10191704237640617,0.10181302577257152,0.10218375412571389,0.10144229741942916,0.10412536348615369,0.10462586841945719,0.10362485855285018
118,0.13293594717979432,0.1343059782160396,0.13156591614354904,0.10142935067415233,0.10218623687118754,0.10067246447711713,0.10107586532831188,0.1013814524429536,0.10077027821367016,0.1032984235457011,0.10365911497533922,0.10293773211606297
119,0.13140878230333325,0.13253736183407663,0.13028020277258986,0.09991886839270588,0.10065606899702235,0.0991816677883894,0.09959637299180026,0.10008104814717049,0.09911169783643002,0.1021538110716002,0.1026447085139802,0.10166291362922018
120,0.12927515283226965,0.1303204776823067,0.1282298279822326,0.0984779931604862,0.09901867070002576,0.09793731562094662,0.09857373908162113,0.09903572816024515,0.09811175000299711,0.1012714111379214,0.10179432214017968,0.10074850013566312
121,0.12727986872196193,0.1283385845850976,0.12622115285882626,0.09772786721587179,0.09813450696039243,0.09732122747135115,0.09753770083189005,0.09802640707519088,0.09704899458858922,0.10004446761948715,0.10043971175113267,0.09964922348784164
122,0.125812567025423,0.1268159014441356,0.12480923260671041,0.09643395096063609,0.09690978611607028,0.0959581158052019,0.09611113443970679,0.09662702893826577,0.0955952399411478,0.0991779757397515,0.09957366937956037,0.09878228209994262
